text,true_label,predicted_label
nhìn chị tia giống chị na tra tik tok trung quốc douyin ghê luôn á nha nhìn sương sương giống ạ,criticism,neutral
kiếp ng việt nam dù bao nhiêu kiếp ng việt nam tự hào việt nam,neutral,neutral
nghe hoài thấy,neutral,neutral
thích kết hợp hai người ghê nghe quài vẩn không chán,neutral,neutral
thích bản live đám cưới duy mạnh hơn đỉnh,praise,neutral
nghe tâm trạng,neutral,neutral
ôi cảm xúc muốn khóc rồi cảm ơn đức phúc,neutral,neutral
bài hát lm trend low cortisol tới mức tác giả phải đổi tên nhạc low cortisol song bruh,neutral,neutral
anh ơi,neutral,neutral
dễ thương,praise,neutral
tiki showbiz chưa nhỉ,neutral,neutral
top 1 huhu,neutral,neutral
người vô gia cư,neutral,neutral
317 uh gei không ý kì thị mị gei,neutral,neutral
2k3 đoán đề văn năm nay nè,neutral,neutral
mới gần năm rồi mong năm 2021 mọi thứ tốt đẹp hơn đối chúng,praise,neutral
nghe thấy,neutral,neutral
low cortisol,neutral,neutral
bài đê,neutral,neutral
năm nay chưa nhạc tết anh trai,neutral,neutral
anh đức phúc ơi,neutral,neutral
mọi người nhớ like nhé,neutral,neutral
quan đếm cá nhân tớ hơn yêu tình thương hơn chính tình yêu mình dành đối phương tình thương tình thương chúng suốt cuộc đời bài đức phúc liều thuốc để cặp đôi nhìn tuyệt vời tình yêu i love hơn yêu đức phúc,praise,neutral
bài hát anh hát đám cưới duy mạnh,neutral,neutral
qúa,neutral,neutral
winer chạy chán anh ơi,criticism,neutral
muốn nhà quánhưng bản thân thật vô dụngcon nợ gia đình nghàn lời xin lỗi,neutral,neutral
coi xong thấy yêu đời hơn,praise,neutral
mv ý nghĩa siêu mãi ủng hộ anh,neutral,neutral
3 năm rồi nghe,neutral,neutral
nghe hoài không thấy chắn tuyệt vời,praise,neutral
ah khắc hưng best sáng tác,neutral,neutral
alan dẫn,neutral,neutral
câu chuyện đúng câu chuyện bản thân,neutral,neutral
bài hát điện thoại kêu cuối bài tên v mn,neutral,neutral
li al ồm ộp oszly,neutral,neutral
hơn yêu đức phúc,praise,neutral
nghe ấm lòng,neutral,neutral
đứng cất bước nhà nơi cha mẹ dang tay chờ đón để ôm lòng dù thế tốt xấu lo lắng yêu thương cách vô kiện chỉ thể cha mẹ,praise,neutral
45 ngày nữa sum vầy nhà rồi mong năm 2021 cuộc sống mọi người bình thường như năm trước trừ năm 2020 mong ca khúc đạt 10tr view chúc mọi người năm mới an lành hạnh phúc tết 2021,neutral,neutral
sắp tết rồi a đen ơi,neutral,neutral
nhà nơi mệt thể thích nhà luôn,praise,neutral
em xin link nhạc tik tok ạ,neutral,neutral
hơn yêu tình thương người đồng hành nhau suốt đoạn đường dài tình yêu bất chấp mọi điểm khác biệt người sẵn sàng nhau suốt cuộc đời tình yêu bỏ mọi khoảng cách thời gian lẫn không gian miễn hai trái tim luôn hướng nhau tình cảm vốn người soi mói bền vững nhau vượt mọi sóng gió,praise,neutral
nhớ bố mẹ nuôi,neutral,neutral
50 triệu lượt xem thăng tiến sunsun,neutral,neutral
không mở cửa nhà,neutral,neutral
nhạc khúc 403 bài mọi người,neutral,neutral
cố nha phải dự top 2từ ctcht,neutral,neutral
ngày 25 1 2021 ngồi nghe,neutral,neutral
agn low cortisol,neutral,neutral
nghe,neutral,neutral
e,neutral,neutral
mấy câu đầu giống giống bài hát á,neutral,neutral
đức phúc hát thông minh,neutral,neutral
ơi,neutral,neutral
em canada nhớ gđ sắp tết are,neutral,neutral
nhau đón 202 nha 3,neutral,neutral
hải dương không không,neutral,neutral
lần đầu tiên em xem 1 mv ca nhạc bật khóc,neutral,neutral
ạ,neutral,neutral
sky vô nghe ủng hộ,neutral,neutral
ế xem mv tủi vãi luôn á,neutral,neutral
×125 speed chibi agn tachyon danc,neutral,neutral
bố mẹ đức phúc,neutral,neutral
chuẩn 2025 rồi xem điểm danh,neutral,neutral
cách hát đức phúc luôn hài lòng tất mn,neutral,neutral
biết hơn yêu chỉ mình,praise,neutral
ôi ý nghĩa thật sự xem thôi cảm thấy hạnh phúc rồi,neutral,neutral
nghe chục lần không chán,neutral,neutral
cao hơn núi dài hơn sông rộng hơn đất hơn trời lịch học bù virus corona,neutral,neutral
ý nghĩa thực sự năm vừa rồi toàn đám cưới,neutral,neutral
nghe giọng ông te phê thật gặp ngay đen nữa khóc luôn tết tính nghe xong ngay luôn không,praise,neutral
fel cortisol lower,neutral,neutral
đêm đêm cắm tái nghe cảm xúc,neutral,neutral
hơn 50 ngày nữa thôi ae sẵn sàng quê chưa,neutral,neutral
video ý nghĩa xem muốn khóc,neutral,neutral
nhạc 6 năm trc h nổi tr luôn,neutral,neutral
nghe mãi không chán chú ơi 3,neutral,neutral
mong chờ tết để nhà 3,neutral,neutral
câu chữ gutchop anh,neutral,neutral
ủa bữa mình thấy báo viết anh chị hồ hoài anh ly hôn are nhỉ,neutral,neutral
nghe không 2305 nhớ em,neutral,neutral
nhà vui nhất,praise,neutral
take backback home,neutral,neutral
đầu xuân kính chúc mọi nhà giàu sang sung túc thuận hòa an vui hạnh phúc muôn người dồi dào sức khỏe tươi cười năm3,praise,neutral
nhanh thiệt chớ h t nghe 8 9 lần chứ nhiêu,praise,neutral
oi nhớ vietnam nhớ nhà haiz,neutral,neutral
cảm thấy yêu cuộc sống hơn,praise,neutral
2023 nghe nhỉ,neutral,neutral
chênh vênh nhà không nhà không nhà,neutral,neutral
nhah thôi chúng sắp nhà rồi,neutral,neutral
không zing huhu,neutral,neutral
chưa 1,neutral,neutral
182021 để nhà covid ơi tha việt nam,neutral,neutral
nghe hóng quê,neutral,neutral
hơn yêu,praise,neutral
chỉ 5 ngày nữa tết dương lịch 35 ngày nữa tết âm lịch rồi mọi người ơi 3,neutral,neutral
không hiểu 11k dislike ý,neutral,neutral
nghiện bài,praise,neutral
phong cách giọng điệu bn năm a như ngày đầu mãi iu nhạc đen,neutral,neutral
xem xong khóc luôn,neutral,neutral
nghe mãi không chán đức phúc tuyệt,praise,neutral
nghe xong mong tết,neutral,neutral
lần nghe khóc,neutral,neutral
cứ dịp đông tết đều quay nghe bài ấm áp vô,neutral,neutral
hơn yêu bên nhau trọn đời,praise,neutral
cortisol al time low hear,neutral,neutral
mình vừa nghe ngày đầu tiên are nghe hơn yêu phải nói cảm động khóc sụt sùi luôn ạ nội dung hình ảnh đều tràn đầy sự yêu thương cặp đôi,praise,neutral
nhé đen,neutral,neutral
thank make meme know song god hiden gem,neutral,neutral
t xem top thịnh hành đài loan,neutral,neutral
xem xen kẽ top 1 top 2 mn ơi,neutral,neutral
hôk mời xinri a phúc,neutral,neutral
ôi mẹ ơi xem mv xúc động vãi,neutral,neutral
ôi bài hát vladivostok,neutral,neutral
anh cạo râu nhờ,neutral,neutral
đoạn cuối không thấy chị trang anh độ from mixi with,neutral,neutral
thiếu rồi phúc ơi khúc em thiếu phúc,criticism,neutral
8am 3pm high cortisol 4pm 2am low cortisol,neutral,neutral
chú huy khánh nữa,neutral,neutral
agnes tachyon,neutral,neutral
zing không,neutral,neutral
2025 nghe không,neutral,neutral
mình nghe bài hát tầm 20 lần ngày 05052020 thôi lẽ muộn bài hát mắt gần 3 tháng rồi hôm nay 1052020 mình mới xem video cảm giác đầu tiên như ngập tràn hạnh phúc tình yêu tình thân video chia sẻ mình xin chúc tất mọi người đều an yên hạnh phúc cảm ơn phúc ca khúc ý nghĩa,praise,neutral
thật sự đời người không hạnh phúc hơn gia đình người đời yêu thương mình gia tài lớn lao rồi không biết tới chừng mình cưới,praise,neutral
hóng top 1 tab thịnh hành,neutral,neutral
top1 mng ơi,neutral,neutral
ngồi mik nơi xa anh hàng nghìn cây sốnhớ anh yêu anh,praise,neutral
duy mạnh,neutral,neutral
cặp đam mỹ kìa,neutral,neutral
đường nhà tim,neutral,neutral
bài ấm áp thực sự cô giáo iu mình thích bài,praise,neutral
song play cortisol sudenli low,neutral,neutral
sắp tết rồi chào năm mơi,neutral,neutral
thành erik ak ah,neutral,neutral
siêu cấp dể thương xem cảm động thật sự,praise,neutral
chúc mừng nhà 10 triệu view chúc chú đen sức khoẻ,neutral,neutral
lần nghe bài thấy tiếc nuối kỉ niệm nhớ bố mẹ 1 mái ấm tồn tại,neutral,neutral
gia đình hoa giâm bụt quay xem,neutral,neutral
cách ly f0 hôm nay nhà 3,neutral,neutral
mình thể thấy bản thân mv xa nhà xe ba má mua nhà lôi chùi rửa ba má thấy mới chạy tốt,praise,neutral
nghe nghiện luôn rồi,praise,neutral
phụ đề cún bảo bối erik đúng ae phải rõ ràng,neutral,neutral
zo trang mình nghe cover thử mấy ông cảm ơn 3,neutral,neutral
cực kì cực kì ý nghĩa nhưg tiếc nhất đôi lưu hương giang hồ hoài anh,neutral,neutral
ủng hộ mấy a giai đẹp nhau để tăng cơ hội tán gái đứa xấu trai như tui,neutral,neutral
duc phuc moi thay ao a,neutral,neutral
ngày trước mik nhìn hương giang bình an bây giờ phương nga bình an,neutral,neutral
jarvi low cortisol,neutral,neutral
ý nghĩa thực sự,neutral,neutral
sắp rồi anh em chúc anh thành công nhé mong anh mv tết,neutral,neutral
nghe không,neutral,neutral
sau dịch chắc người quê chúc mừng nhà 10tr view chúc mọi người thật sức khỏe,neutral,neutral
cảm động ghê,criticism,neutral
chang titl low cortisol song,neutral,neutral
em hỏi anh anh yêu em không anh không biết phải nói thế để đúng cảm xúc lòng anh nhìn em anh thấy cuộc đời anh khứ tương lai hiện tại không bao giờ phai tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu anh nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối anh yêu đời anh không mơ gặp yêu nữa giờ anh em rồi em hết quãng đường đời tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu cảm giác anh bây giờ lẽ hơn yêu,praise,neutral
2021năm không bao giờ quên kỉ niệm,neutral,neutral
206 đam mĩ chắc luôn,neutral,neutral
nghe hayliên tưởng ngiu mh mình kh ny,neutral,neutral
anh ơi,neutral,neutral
ngày youtube mở nge,neutral,neutral
vãi,neutral,neutral
low cortisol ah song,neutral,neutral
low cortisol song,neutral,neutral
love yêu,praise,neutral
057 đoạn dễ thw xĩu,neutral,neutral
low cortisol,neutral,neutral
wtf 2 tap thịnh hành,neutral,neutral
mặt dù là cần jackson vẫn cày view,neutral,neutral
stumbl gem,neutral,neutral
like nha hihi,neutral,neutral
vừa nghe nước mắt cứ tuôn,neutral,neutral
nhà,neutral,neutral
lgbt nữa cơ hm iu đức phúc ik mất,neutral,neutral
anh hot vl top 1,neutral,neutral
giai điệu vui tươi ạ,praise,neutral
dịch bệnh mới thấy nhà thật ý nghĩamong hết dịch để,neutral,neutral
mong thể hát bài rap ý nghĩa hơn nữa,neutral,neutral
thích váa 3,praise,neutral
9122021 đếm ngược 53 ngày tết,neutral,neutral
cháu chúc chú đạt 5 triệu lượt đăng kí,neutral,neutral
finali cortisol low,neutral,neutral
yêu,praise,neutral
nghe muốn khóc giải,neutral,neutral
nôn tết chú đen ơi,neutral,neutral
top1,neutral,neutral
mv đáng yêu ấm áp from eri with luv,praise,neutral
mình nghe nhạc việtnhưng 1 lần vô tình nghe bài hát nàymình thu hút ca cảm độngchúc đức phúc thành công hơn nữa nhé,neutral,neutral
low cortisol song,neutral,neutral
codonqua love,praise,neutral
song low cortisol tachyon tachyon low cortisol song,neutral,neutral
low cortisol,neutral,neutral
anh bài càng ngày càng,neutral,neutral
tại 1k dislike nhỉ,neutral,neutral
thấy bài xứng đáng top 1 hơn bài mới st,neutral,neutral
nghe nhớ nhà tt,neutral,neutral
hơn 2 tháng nữa tết cứ lần mình nghe bài lướt đọc comen đồng âm sống mũi mình cay cay cảm giác khó để diễn tả phần thấy háo hức phần thấy buồn vui hội tụ người thân bè buồn đồng âm tha phương cầu thực nơi đất khách quê người không nhà đón tết dù nữa đồng âm ơi cố tất tương lai chúng sau thôi ráng mọi người ông trời không bao giờ đùa giỡn chúng,criticism,neutral
120 đêm nghe nhạc đen cảm giác khác hẳn so mọi lần lần đầu tiên thích nhạc đen âm nhạc phải nghe ca sĩ hát mới hiểu mới cảm đen tốt sau chil xong kiểu rap đơn giản nhất đen mình ngẫm chữ yêu đen yêu luôn tiếng việt chil cách anh chơi chữ tu láy láy lạimột kiểu rap đầy tri thức đáng học nghe nhạc đen khôn đấy cảm ơn anh,praise,neutral
em yêu anhmình nhau vượt hết mọi sóng gió nhé anh biết khó đónhưng rồi mình vượt hết mình nhau thay đổi nhé anh 041,praise,neutral
kinh khủng,neutral,neutral
đời không để bắt nạt mình nhà im lặng nghe bài ca nhà người tần số n lầnngày ngàytừ bé lớn rồi mọi sự thể chửi thành văn ba mẹ suy kinh tế không ổn định vmà thiết nghĩ gđ giả như hồi tấm bé lạ sinh chuyện tiêu cực khác thế chỉ muốn hoài hoài dù nhớ nhà muốn,neutral,neutral
không biết giống mình không càng xem càng thấy nhìn cặp đôi cảm thấy hạnh phúc lây nhìn càng ngưỡng mộ cha mẹ mình hơn hạnh phúc không xa hạnh phúc luôn quanh,neutral,neutral
đới tết are lmj chx ạ chuẩn pháo hoa five lận ắhapy new year nha,neutral,neutral
đẳng cấp đen ơi,neutral,neutral
nhẹ nhàng,neutral,neutral
động lực zề quê,neutral,neutral
y1 nhớ nhà chưa,neutral,neutral
1h 13h40 7765 v,neutral,neutral
yêu bố mẹ yêu gia đình 2412021,praise,neutral
mv tuyệt vời không phải câu chuyện cổ tích tô vẽ câu chuyện đời thường thực,praise,neutral
xem trễ 2 ngày thuộc lời bài hát fan anh phúc 1 like nhé,neutral,neutral
anh nhà để trốn tiki,neutral,neutral
bản nhạc gây thương nhớ nhất nghegiọng hát mang người nghe sự viên mãn hạnh phúcchúc tất mọi người mạnh khỏekhông côrôna like nhé,praise,neutral
oh chang titl wow,neutral,neutral
tụt t2 roif buồn,criticism,neutral
ngày nghe để chil nhớ tết,neutral,neutral
a ơilên nhacuatui ạ,neutral,neutral
nghe muon ve nha,neutral,neutral
nghe nổi da gà,neutral,neutral
đung thẳng trái tim đẹp nhất dù chỉ đơn giản nhấtmv không đầu tư hoành tráng chất giọng ấm truyền cảm xúc phúc biến sự đơn giản nhẹ nhàng mv thành siêu phẩm khắc sâu trái tim người xem nghe phúc hátkhông quên lời giai điệu tuyệt vời thẳng trái tim người nghe hít maker khắc hưng,praise,neutral
dịch nhà không không,neutral,neutral
yêu phượt như mình không,praise,neutral
mong 10 tr lượt,neutral,neutral
nghe bài muốn khóc,neutral,neutral
fel reali low cortisol guy,neutral,neutral
ngọt ngập răng ê hết rồi,neutral,neutral
luôn á nghe nghiền luôn,neutral,neutral
tết gần rồi hà nội dịch anh đen ạ cô đơn,neutral,neutral
nghe xong nhớ nhà ghê,criticism,neutral
t đồ gia dụng cao cấp inochi thiết kế sản xuất dây truyền nhật bản khuyến mãi lớn 15 30 chỉ shope ngày hôm nay,praise,neutral
hơn yêu thương,praise,neutral
love song philipin,praise,neutral
cảm giác nhớ nhung khoảnh khắc cuộc sống,neutral,neutral
cortisol song finali find youlow,neutral,neutral
chúc đọc coment 1 đạt thành công 2 hạnh phúc triền miên 3 đều xinh gái đẹp trai 4 sớm ny 5 đặc biệt không nhiễm virus corona kênh mình ủng hộ mình nha,praise,neutral
đen vâu tiên tri đề thi đấy,neutral,neutral
video ý nghĩa nhất xem,neutral,neutral
nhà mình gần cách sg hơn 10km nhà hơn hihi,neutral,neutral
anh vau oi anh co ngyeu chua,neutral,neutral
cứ nghiện bài í,praise,neutral
453 ôi bà hòa ngang cứ mắc cười thế,neutral,neutral
bài dã man nghe nghe hoài không chán,neutral,neutral
chú ơi,neutral,neutral
sắp vượt sơn tùng rồi mấy đồng âm relay ghê thế,criticism,neutral
hai thằng bê de,neutral,neutral
nghe bài em nhớ mùi vị tết mình lâu rồi em không thăm ngoại không biết lý em nhớ nhà rồi,neutral,neutral
nghe buồn 1năm chưa lm thêm 1 tuổi nữa thời gian chải thật nhanh chỉ muốn quay nít vô lo vô nghĩ chủ nhật 2812021 239,neutral,neutral
hơn yêu yêu em,praise,neutral
em thích nhạc chị luôn tiếc người nghe hm buồn,neutral,neutral
rap đen tea thẳng tim không lòng vòng như hải phòng,neutral,neutral
nghe bài nhớ tết ghê á,criticism,neutral
thích nhất khúc ng ck lụm que thử thai cảm giác tuyệt vời không thể tả,praise,neutral
sắp tết rồi mn ơi,neutral,neutral
phải quay đường làng đất sét không nhỉ hôm thấy ekip quay phải,neutral,neutral
tận 13k dislike nhỉ,neutral,neutral
mình hát bài đức phúc tặng vợ mình sâu khấu đám cưới cô thích hạnh phúc cảm ơn tác giả khắc hưng sáng tác 1 bài hát ý nghĩa,praise,neutral
chỉ 1câu anh hỏi hoài hỏi mới yêutới cưới tới conhỏi tận 9 năm câu em yêu anh không giờ mới biết hơn yêu em e rời xa anh rồi,praise,neutral
sắp tết rồi ae lâm đồng roi,neutral,neutral
xem nghẹn lòng,neutral,neutral
vũ hán love 3,praise,neutral
bằng jack,neutral,neutral
mv ý nghĩa,neutral,neutral
thiếu khẩu trang pơ phệch,criticism,neutral
sắp tết rồi,neutral,neutral
aa a đen đt ơi nghe chỉ muốn xách vali lao nhà thôi,neutral,neutral
cuộc sống công tương lai gia đình phải xa nhà tha hương đất khách quê dù buồn dù nhớ phải mím môi nở nụ cười cố gắng,criticism,neutral
bài hát nội dung mv hình như giống mv you are mine hỉ,neutral,neutral
nghe ấm lòng,neutral,neutral
23 tuổi nhà mẹ bệnh tâm thần ba mất bụng mẹ chưa kịp nhìn ba chưa biết hình hài ba như thế dù nữa lớn sự nâng đỡ yêu thương bà ngoại người dì luôn cảm thấy tự hào quen cuộc sống hiện tại nghe ca khúc xong cảm thấy yêu đời hơn động lực phấn đấu phía trước cám ơn anh trai sản phẩm tuyệt vời,praise,neutral
chú ơi 3,neutral,neutral
hơn yêu nổi tiếng rồi,praise,neutral
dễ thương qá chừng,praise,neutral
đức phúc bài chất bài nấy,neutral,neutral
ôi tiếc top 2 rồi mọi người fan đức phúc xem idol ạ,neutral,neutral
love song,praise,neutral
bao lâu rồi nhỉ hình như 4 năm rồi chưa quê phải nghe c hát khóc nhớ nhà nhớ quê nhất định năm nay quê,neutral,neutral
nhà x2,neutral,neutral
yêu ghê,neutral,neutral
nghe nhớ nhà roi nuoc mắt nhớ bô mẹ,neutral,neutral
anh đen,neutral,neutral
col song make chil,neutral,neutral
tc,neutral,neutral
nghe chục lần không thấy chán chào phan đức phúc,neutral,neutral
trốn nợ không nhà,neutral,neutral
rap xong nhà không bằng nhàchúc mn tết nhà,neutral,neutral
cảm động p ơi,neutral,neutral
kicm gỡ video rồi,neutral,neutral
tết không muốn nhà nghe bài nhạc cảm thấy nhớ nhà,neutral,neutral
bài hát lòng người hát xúc cảm,neutral,neutral
không nhà,neutral,neutral
sơn hồng phạm nữa kìa thích cặp cực luôn ý,praise,neutral
sắp tết,neutral,neutral
đám cưới duy mạnh quỳnh anh rồi chuyển sang xem mv không giọng hát đức phúc nghe nhẹ nhàng đong đầy cảm xúc,neutral,neutral
1 sự kết hợp hoàn hảo đen justa tecảm ơn honda,neutral,neutral
nhac nghe giống ánh nắng anh nhỉ,neutral,neutral
thấy nhìu cặp lgbt thật hp bên nhau vui lây mong như,praise,neutral
mới nghe thấy rồi anh te cất tiếng hát mọi thứ trở tuyệt vời nhà luôn nhà,praise,neutral
không biết phải thả bao nhiêu tim mv ý nghĩa mới vừa hơn yêu,neutral,neutral
ask parent listen sinc vietnames love tôi thích âm nhạc,praise,neutral
nghe nhà nhà nhà nước mắt trực trào,neutral,neutral
video xem,neutral,neutral
nghe bài chỉ muốn quay nhà ngay,neutral,neutral
khóc thút thít luôn á,neutral,neutral
bài khúc rap tốt như nhắc nhở khúc hát như thế,praise,neutral
khóc,neutral,neutral
nghe a ak luôn ủng hộ anh,neutral,neutral
121202 nghe,neutral,neutral
mình muốn vềchỉ cầu mong thế giới hết dịch nhanh thật nhanhmọi thứ trở bình thường thôi,praise,neutral
hôm nay ngày chủ nhật cuối năm 2020 27122020 vô tình nghe bài aw,neutral,neutral
e kím zing hong thấy,neutral,neutral
cảm xúc hơn yêu,praise,neutral
low cortisol,neutral,neutral
24h,neutral,neutral
tối nghe anh đen rap nghe thiệt sự,neutral,neutral
ðen one import artist opinion war break man bring peac world,criticism,neutral
giọng thi,neutral,neutral
chờ thêm 1 triệu like thôi,neutral,neutral
2 năm rồi không không biết năm nay dịch không buồn,neutral,neutral
nghe hơn 10 lần rồi,neutral,neutral
sản phẩm hai anh đều ý nghĩa sâu sắc,neutral,neutral
cortisol level ben low sinc start listen song daili,neutral,neutral
xem mv mình cảm thấy thật sự ấm áp cuộc sống ý nghĩa mình phải biết yêu thương người thân yêu mình mv mang tính nhân văn mình khóc xem mv lời bài hát,praise,neutral
trốn linh cáo nhà anh jut bà đen,neutral,neutral
em chọn không nhà dalat để giữ gia đình người thân mình bình yên thời gian em trải thời gian tết hải phòng nơi em thấy yêu thương kết nối vùng đất mọi người bắc nam riêng em lang thang mình bắc chọn hải phòng để em nghe nghe ca khúc anh lòng bình an ấm áp lạ nhà tim em cảm nhận vui vẻ hạnh phúc lời nhạc nền bài hát giúp em vui hơn bài hát như người đồng hành em em cảm ơn anh chị tạo bài hát đóng góp clip em chúc anh chị đón tết vui vẻ hạnh phúc nha,praise,neutral
giá như bài 1 triệu like nhỉ v,neutral,neutral
nhạc em chil nhạc loang loang như vòng tròn nước a thích phong cách,praise,neutral
đáng nước mắt ghê,criticism,neutral
ui ạa mv ý nghĩa nữa,neutral,neutral
để bánh trưng kiểu tới chỗ không lá,neutral,neutral
nghe lòng bồi hồi,neutral,neutral
ý nghĩa anh ơi đôi thích xem xong muốn ny luôn,praise,neutral
22 tớ nhà rồi mn ạ,neutral,neutral
mv ngta hạnh phúc như không hiểu mình khóc trờiquá cảm động mong sau thank you như,neutral,neutral
anh đức phúc ơi,neutral,neutral
bản nhạc vang lần đầu tiên mình lớp 12 h tốt nghiệp đại học lần nghe muốn nhà ba mẹ ba chờ sắp ba rồi,praise,neutral
low cortisol song updat 6 yr old song fit new meme mad work,neutral,neutral
doi nhat la that that tinh that chi la that,neutral,neutral
ối 16 ngày nữa chở quê rồi,neutral,neutral
fan winer điểm danh,neutral,neutral
sắp kết thúc năm 2021 hóng năm 202 ấm êm hạnh phúc,neutral,neutral
hem thiếu bách hợp nha,criticism,neutral
nghe thấy khoé mắt cay cay,neutral,neutral
mong chú đem bài hát tết nữa,neutral,neutral
đứng chờ 15 phút xong bảo trễ không người trễ thôi kệ mịa đời,neutral,neutral
càng nghe càng nghiệnngay 014 31122020 ngày cuối năm 2020 chúc đọc may mắn bình ancó sức khoẻchúc xa quê hương sức khoẻ để sớm nhà đặc biệthãy đối xử nhẹ nhàng nhau nha chúc mừng năm mới,neutral,neutral
đúng bài hát ý nghĩa xem xem hoài không chán đượcđầy sự tình yêu cảm độngcứ xem muốn khóc hãy trân trọng mình hạnh phúc,praise,neutral
430 nhìn tg np cười cười không,neutral,neutral
hơn yêu,praise,neutral
elit bal knowledg damn make day swet,neutral,neutral
năm nay ăn thêm tết nữa rồi không bt mn chăm nghe bài nữa không 3,neutral,neutral
càng xem càng mê mv tuyệt vèo,praise,neutral
chưa 1 lần 2 like,neutral,neutral
diabol ade low cortisol,neutral,neutral
kỉ niệmbài hát gắn bó 3 tháng cty,neutral,neutral
toàn bl 2 3 phút,neutral,neutral
thiếu nợ nhà trốn nợ nhà,criticism,neutral
radio cô đơn đưa mình tới,neutral,neutral
ah cortisol level low,neutral,neutral
6 cuộc sống chỉ thật sự ý nghĩa trọn vẹn biết giữ gìn nuôi dưỡng ước mơ biết ghi nhận biết tin lời hứa,neutral,neutral
hơn yeu 3,neutral,neutral
make low cortisol,neutral,neutral
từ sáng đến chiều nghe liên tục nó vãi luôn á mngui,neutral,neutral
low cortisol,neutral,neutral
grap đưa chị chứ,neutral,neutral
bài hát ru nhà đêm,neutral,neutral
xem clip thật ý nghĩa xúc động mình khóc khóc ba mẹ mình không hạnh phúc như mình mong 1 ngày ổn 1 gd thật hp,neutral,neutral
30 2 ông,neutral,neutral
fact even chang titl 3,neutral,neutral
nghe nghe nôn tết qá,neutral,neutral
chị ơi 3,neutral,neutral
bầu trời hạnh phúc gọi gọn mv triệu like anh phúc,neutral,neutral
lets go nhà thôi nhớ gđ nhìu ngoài đường nhìn gđ hạnh phúc bên nhau nhìn chính mình càng tủi thân,neutral,neutral
qthua qlai,neutral,neutral
coi coi mấy lần khóc,neutral,neutral
cortisol get low listen,neutral,neutral
em bên anh để hiểu tình yêu thứ tồn tại thế gian tính toán ngoài,praise,neutral
hóng anh đen giám khảo rap việt mùa sau,neutral,neutral
make cortisol low,neutral,neutral
lập vài tài khoản để đăng ký giúp phúc nha mn,neutral,neutral
nghe muốn quê nhớ nhà,neutral,neutral
leo top thôi mng,neutral,neutral
cao hơn núi dài hơn sông qúa rộng hơn đất a ơi xanh hơn trời,neutral,neutral
gút chớp,neutral,neutral
trend around world,neutral,neutral
210 nụ cười tỏa nắng,neutral,neutral
bài,neutral,neutral
đấy,neutral,neutral
mọi người giúp phúc lấy nút vàng,neutral,neutral
sau 5 năm đưa nhau trốn chán chú quyết định nhà,criticism,neutral
2 năm rồi chưa nhà vừa nghe nước mắt tự dưng rơi bài hát người xa nhà nghe xúc động,neutral,neutral
anh đen anh justate bảo nhà rồi giờ covid anh em mông lung biết không,neutral,neutral
ok a đen giữ kín tim tết,neutral,neutral
mv ý nghĩa,neutral,neutral
mấy năm rồi nhỉ,neutral,neutral
cứ tết cày view anh 3 tháng trước tết kaka,neutral,neutral
vượt ngọn gióvượt đại dương,neutral,neutral
tháy nhạc video ý nghĩa dó tay,neutral,neutral
ủa thêm low cortisol song hồi mình không biết,neutral,neutral
mê nhạc qus,praise,neutral
ý nghĩa a,neutral,neutral
0440 ối dồi ôi dth,neutral,neutral
vừa xem 10 phút view tăng hơn 1 triệu mới xem 8 phút view hơn 10 triệu hai ngươi xem hơn yêu đức phúc,praise,neutral
1tr like cố,neutral,neutral
nhà lầ nơi yêu thương,praise,neutral
đón giao thừa thoi ae oi,neutral,neutral
thank cortisol get lower love song,praise,neutral
nhà ông già bảo,neutral,neutral
tuyệt đen vâu ơi,praise,neutral
chưa 2020 gọi 5 năm trước hoài niệm thật toàn kỉ niệm tuyệt đẹp,praise,neutral
lần đầu nghe 2042020,neutral,neutral
top 1 trending,neutral,neutral
biết bao người cô giang cô lạnh lùng gọi grab,neutral,neutral
ngày cuối 2020 chúc mọi người 1 tết vui vẻ hp bên gia đình,praise,neutral
mong em hãy cảm nhận thôi,neutral,neutral
mv đầy ý nghĩa,neutral,neutral
tết thứ 2 nhật lần nghe bài rơm rớm nước mắt cảm ơn đen vâu ft justate 3 3 nhớ nhà,neutral,neutral
listen shit high cortisol go 10,neutral,neutral
hòa minzy cưng xỉu,neutral,neutral
để sped 125 điên,neutral,neutral
js jujutsu shenanigans,neutral,neutral
from mtp love đức phúc,neutral,neutral
